,repo,commit,commit_message,message
58,fuel-plugin-standalone-ceph,47ba315c8cb88715972ea87cfa6ca5d3048ff5ea,"Set of imprevements

* PKI task should not be executed for UUID
* Added custom region name support
* keystone-swift task should be skipped

Change-Id: Ie6355f4bfb5a4d905bc6c8daff6060009c5b9f2d","Set of imprevements

* PKI task should not be executed for UUID
* Added custom region name support
* keystone-swift task should be skipped

Change-Id: Ie6355f4bfb5a4d905bc6c8daff6060009c5b9f2d"
59,fuel-plugin-standalone-ceph,abc3dada786b5008b02dcb5a6ef7764dfb96c828,"Cosmetic changes

  - Fulfill coding guidelines for plugins

Change-Id: Ifc57e21e25c0dd456860e430285641fcd14244b6","Cosmetic changes

  - Fulfill coding guidelines for plugins

Change-Id: Ifc57e21e25c0dd456860e430285641fcd14244b6"
60,fuel-plugin-standalone-ceph,20c592d7a43b5a6dd81019295c6a9cb7ba15d7ed,"Removed Ceph module from plugin.

- Ceph init.pp and conf.pp are copied from
  original ceph module and extended with support
  of standalone Ceph mon

Change-Id: I7d6c88a48408fe609f368e1ee4de642916916720","Removed Ceph module from plugin.

- Ceph init.pp and conf.pp are copied from
  original ceph module and extended with support
  of standalone Ceph mon

Change-Id: I7d6c88a48408fe609f368e1ee4de642916916720"
61,fuel-plugin-standalone-ceph,27007b323048146a54296547a4d83a356607d9a5,"Fix for ceph deploy package order

Change-Id: I09c56cf514865ea4fcd98445b947df978e48b588","Fix for ceph deploy package order

Change-Id: I09c56cf514865ea4fcd98445b947df978e48b588"
62,fuel-plugin-standalone-ceph,d6b800ab595a7319188623a967e973ef90a49d94,"Added Ceph keys generation for keystone revocation

Change-Id: If9848be5669e01ce71fcc1398baf8a84a0711c87","Added Ceph keys generation for keystone revocation

Change-Id: If9848be5669e01ce71fcc1398baf8a84a0711c87"
63,fuel-plugin-standalone-ceph,edc4e9cfc394eb3254b60c42c572b11d8017341d,"Fixes for deployment stability

  * Do not merge ceph_monitor_nodes to avoid putting controllers into
    list of minitors
  * Deploy monitors after all controllers ready
  * Added ceilometer task depemdency

Change-Id: I1e8d31982b05830b033d8abd5bcb25f6007615bf","Fixes for deployment stability

  * Do not merge ceph_monitor_nodes to avoid putting controllers into
    list of minitors
  * Deploy monitors after all controllers ready
  * Added ceilometer task depemdency

Change-Id: I1e8d31982b05830b033d8abd5bcb25f6007615bf"
64,fuel-plugin-standalone-ceph,9841df2d1a112081ff0b2a8eb7e29a54c3fe55c0,"Added rados gw on ceph mons

Change-Id: Ie0f828a7304ff867562daf986e88ce2a23cab805","Added rados gw on ceph mons

Change-Id: Ie0f828a7304ff867562daf986e88ce2a23cab805"
65,fuel-plugin-standalone-ceph,8ac6dd8ae97e9356d3cf526b4a7dd56fc0d0c323,"Development snapshot

  * Change name to standalone-ceph
  * Deployment groups and their order are correct.
  * Some issue with ceph/init.pp (hardcoded role name)","Development snapshot

  * Change name to standalone-ceph
  * Deployment groups and their order are correct.
  * Some issue with ceph/init.pp (hardcoded role name)"
66,fuel-plugin-external-ceph,c2e4ca9f2c237352f3f537243f09d64b7d6c07b7,"Cleanup of plugin repo

- Removed unused files
- Made an adjustment for graph to not to start nova-compute
  before enable_nova_compute_service task","Cleanup of plugin repo

- Removed unused files
- Made an adjustment for graph to not to start nova-compute
  before enable_nova_compute_service task"
67,fuel-plugin-external-ceph,250052299a76d4e075b15a7ea2d9c7656b8b975f,"Removed the dedicated user for nova

Libvirt allows to configure only one user
for RBD access. This means that there should be a
single user for block volumes and ephemeral volumes.","Removed the dedicated user for nova

Libvirt allows to configure only one user
for RBD access. This means that there should be a
single user for block volumes and ephemeral volumes."
68,fuel-plugin-external-ceph,9d1b97ef48b81fc9111de5087d65b444e5605cae,9.0 Port,9.0 Port
69,fuel-plugin-external-ceph,9626f88f483c7eb03eba299398326b1f67bf6652,"Added README

Change-Id: I0795f14fc1d98d33252eb9be368747b3e666f8e7","Added README

Change-Id: I0795f14fc1d98d33252eb9be368747b3e666f8e7"
70,fuel-plugin-external-ceph,8e24239ef4cdd55f7632bf20d624c4d974e98548,"Made cinder integration multibackend-aware

Change-Id: I3636642678dc4cb388fa64aac92af3051599826a","Made cinder integration multibackend-aware

Change-Id: I3636642678dc4cb388fa64aac92af3051599826a"
71,fuel-plugin-external-ceph,4af62802f6eb8193f72e4a4c0f1ee9bc7fcfebc7,"Refactored UX

Change-Id: I4da0d46a48bebd8fccee123bda12fafc858cc0a0","Refactored UX

Change-Id: I4da0d46a48bebd8fccee123bda12fafc858cc0a0"
72,fuel-plugin-external-ceph,15feadfb1de3f21b8f7d46d8570a2045c9be3518,"Implemented radosgw deployment

Change-Id: Ia1d9678479ec6b606d4a6fb0d1188541f7875da7","Implemented radosgw deployment

Change-Id: Ia1d9678479ec6b606d4a6fb0d1188541f7875da7"
73,fuel-plugin-external-ceph,cfc1f430c3f26e5d819a5101bdd1a9215a612c45,"Indroduced conditions for tasks

Change-Id: I058ad64ae20a0056cd61de8ea52850a0717d8e5a","Indroduced conditions for tasks

Change-Id: I058ad64ae20a0056cd61de8ea52850a0717d8e5a"
74,fuel-plugin-external-ceph,9591e338c9c1989db09e9c4dcb5d08bba302a7c6,"Added integration with external glance

Change-Id: I4fb1693f25dd01d5108eb70d2f40b9a31ac5b049","Added integration with external glance

Change-Id: I4fb1693f25dd01d5108eb70d2f40b9a31ac5b049"
75,fuel-plugin-external-ceph,fb4a9a821a5e234e22edb5f494c85336d083ac37,"Fixed Volumes and Ephemeral storage integration

Change-Id: I0f63059a81fea5145d6235adfc634051056ca00e","Fixed Volumes and Ephemeral storage integration

Change-Id: I0f63059a81fea5145d6235adfc634051056ca00e"
76,fuel-plugin-external-ceph,0587980f1c5f7bdd07c10850bd214ae90bcbe595,"Basic integration with cinder, ephemeral

Change-Id: Id3c65aa62d575c7ba698b20ba729a7b3b0303ec0","Basic integration with cinder, ephemeral

Change-Id: Id3c65aa62d575c7ba698b20ba729a7b3b0303ec0"
77,fuel-plugin-external-ceph,9ea895260cc33ca4ab08ced752dfc522e0a09496,"Initial version

Change-Id: I894a961d5f622f50eaddb7710692f053ab081efa","Initial version

Change-Id: I894a961d5f622f50eaddb7710692f053ab081efa"
78,pmlc_cinder,eb00248bb45b2bc66262ab97911cdf6b9596f6ed,Initial commit,Initial commit
79,pmlc_keystone,1503555c4dfd380e432e7b18cc6b1830953d0663,Add SSL options for admin and public endpoint,Add SSL options for admin and public endpoint
80,pmlc_keystone,43efd9d2ca2d64a0a1bf5de59b7bfdd2f5e1d5dc,Initial commit,Initial commit
81,puppet-deployapp,eef02846a4cb19733bf2b2a5e9311b2b90919ac4,Initial Commit,Initial Commit
82,puppet-foreman_proxy,f2927cef2de8269b699b71f54f5ac25a94cdc5df,initial commit,initial commit
83,fuel-plugin-openldap,15688553dbb78061451e03b0dab7611e8b63af60,"Merge pull request #2 from alekseychuprin/7.0

Fix ordering issue","Merge pull request #2 from alekseychuprin/7.0

Fix ordering issueFix ordering issue"
84,fuel-plugin-openldap,8ca8f7cedc66e3cae33c8ce5f9d9707b0c3c6030,Fix ordering issue,Fix ordering issue
85,fuel-plugin-openldap,aabc91f68d987ea006b5c50142d9a78f84ec91e0,"Merge pull request #1 from alekseychuprin/7.0

Fix autostart openldap issue.","Merge pull request #1 from alekseychuprin/7.0

Fix autostart openldap issue.Fix autostart openldap issue."
86,fuel-plugin-openldap,66b91aeabf010b65fbd2b8e3030020a606f2ede6,"Fix autostart openldap issue.

Openldap cannot be started after reboot node
because of /var/run/slapd directory does not exist","Fix autostart openldap issue.

Openldap cannot be started after reboot node
because of /var/run/slapd directory does not exist"
87,fuel-plugin-openldap,a3c7f80b4e40ef04fbca16bc189397168689fb6a,"Added LDAP chaching proxy mode

Change-Id: I89aad387cfad7540aedcea7f408e537446b253ea","Added LDAP chaching proxy mode

Change-Id: I89aad387cfad7540aedcea7f408e537446b253ea"
88,fuel-plugin-openldap,91b8535bbe14b4cfa4fc82b43df135d96f6ec9d3,"Deleted duplicated openldap module.

Change-Id: Ia4d3cb4e76a09ed9ff2863bf4bb0241d9ce18ebd","Deleted duplicated openldap module.

Change-Id: Ia4d3cb4e76a09ed9ff2863bf4bb0241d9ce18ebd"
89,fuel-plugin-openldap,4330a7833b0fd80781c198c938a2b6c3e79dfc3c,"Plugin refactoring

* Plugin conveted to package versiom 3.0.0
* Removed ubuntu LDAP packeges
* Keystone configuration is implemented but not apllied due to possibele
  issue with LDAP updateref parameter support

Change-Id: Id918ad82ede5bfa5db0e6028760b4333d5c7a5c5","Plugin refactoring

* Plugin conveted to package versiom 3.0.0
* Removed ubuntu LDAP packeges
* Keystone configuration is implemented but not apllied due to possibele
  issue with LDAP updateref parameter support

Change-Id: Id918ad82ede5bfa5db0e6028760b4333d5c7a5c5"
90,fuel-plugin-openldap,858e1965bb431cce49c8ec10f5b7dc2061c8f8a7,keystone_ldap_user -> keystone_user change,keystone_ldap_user -> keystone_user change
91,fuel-plugin-openldap,7887b2a9f33f8a77304295a04d5188f2f3995b0e,syntax fix,syntax fix
92,fuel-plugin-openldap,7fe6b129b714f35805724d26d0f7383a3be52f1d,remove prefix plugin_sscc_ from module-name,remove prefix plugin_sscc_ from module-name
93,fuel-plugin-openldap,c76cd4b529640d1fd2db375659c5cf1b53ed2c27,First glance changes and fancy changes,First glance changes and fancy changes
94,fuel-plugin-openldap,61e91699bbe0b236fc2ceed22f24342b84271901,unneeded modules removed,unneeded modules removed
95,fuel-plugin-openldap,26bcc163c7567acf3df008f84ac684fb577f54e5,Initial commit,Initial commit
96,fuel-plugin-lcm,997c7a21686afc7051ab6987293a601dd15cbcdf,Initial data,Initial data
97,fuel-plugin-swift,6065d9162299ba8ad1cc45ff7b610d892ce2c6d3,"Add rebalance script and cron job

  - $swift_nodes are only storage nodes now
  - Haproxy on controller nodes has standalone swift as backend so standalone swift works out of box now
  - Add configuration options to Fuel UI

Change-Id: I30f2f4889b06f92d0b5ed4101beb6b794700d3d0","Add rebalance script and cron job

  - $swift_nodes are only storage nodes now
  - Haproxy on controller nodes has standalone swift as backend so standalone swift works out of box now
  - Add configuration options to Fuel UI

Change-Id: I30f2f4889b06f92d0b5ed4101beb6b794700d3d0"
98,fuel-plugin-swift,48bc93d904474e1c711e83de1b74f5f7259df3db,"Merge branch 'experimental'

Change-Id: I603e41c745e3ade5af9e206302932a1ec3d49a1e","Merge branch 'experimental'

Change-Id: I603e41c745e3ade5af9e206302932a1ec3d49a1e"
99,fuel-plugin-swift,0d7ff2b7b2fe01236c398203ffd1c310fd3c6e82,"Configure swift draft site.pp

  - So far does not work, installation relies on keystone configuration.
  - Need to add swift, keystone puppet modules to the pugin.

Add standalone_swift puppet module
Improving init.pp

  - Add filter_nodes_nonstrict function
  - Move code from site.pp to init.pp in puppet module
  - Fix problems in init.pp

Change-Id: I32592477aa6a5466fd1e2b5e11dd214ba8a58f41","Configure swift draft site.pp

  - So far does not work, installation relies on keystone configuration.
  - Need to add swift, keystone puppet modules to the pugin.

Add standalone_swift puppet module
Improving init.pp

  - Add filter_nodes_nonstrict function
  - Move code from site.pp to init.pp in puppet module
  - Fix problems in init.pp

Change-Id: I32592477aa6a5466fd1e2b5e11dd214ba8a58f41"
100,fuel-plugin-swift,ffe35459068ef40e745b6c655930514a5bb83b26,Remove duplication,Remove duplication
101,fuel-plugin-swift,d3590bb4fc027854719712aa35dd18521ce2a1dc,Add rebalance_cronjob.pp,Add rebalance_cronjob.pp
102,fuel-plugin-swift,bacc911d2dfd37d22ac790b5a086fa4fe1b11e19,Initial site.pp,Initial site.pp
103,fuel-plugin-swift,cdb863325251eeb90078b4d0d976a4a7818f36e3,Update tasks.yaml,Update tasks.yaml
104,puppet-sudo,dbe88b6cd0211a8a1777a6e2245220867787c51a,Initial commit.,Initial commit.
105,fuel-plugin-backup,ee09f33152974944bde824d6437fe6bf09301236,Changed backup scripts,Changed backup scripts
106,fuel-plugin-backup,aba01451fa7a3b4722cd928c92eb22812391d806,Some fixes,Some fixes
107,fuel-plugin-backup,048d225f9845864f2460ede69cb1ede12ad4025e,"Added backup mysql, etc, fuel modules","Added backup mysql, etc, fuel modules"
108,fuel-plugin-backup,ff55906cfad756c39cf38d736d984e7dc2aa1b6e,"Backup moved to post-deployment

Removed Custom role
Made changes to run backup_ceph.sh on primary_controller node","Backup moved to post-deployment

Removed Custom role
Made changes to run backup_ceph.sh on primary_controller node"
109,fuel-plugin-backup,551b039a2249d422114b3e9c64f8cbb53931c09a,Added mysql-backup tasks and plugin structure,Added mysql-backup tasks and plugin structure
110,solar-resources,1b28b8f3c4b5ad4b74d6a11d44319d2d8a036b44,"Change resources structure to match repository one

Change-Id: Ie8d8c092e64890af2f0886303ef3f16752ba5b76","Change resources structure to match repository one

Change-Id: Ie8d8c092e64890af2f0886303ef3f16752ba5b76"
111,solar-resources,9e0786cb7dd50cb0a28ad96ab7131bff890adacb,Merge remote-tracking branch 'upstream/master',Merge remote-tracking branch 'upstream/master'
112,solar-resources,097c4b793e2f2ecabc8e46a587647ba48503bdbc,"Merge pull request #287 from Mirantis/new_db

new db backend","Merge pull request #287 from Mirantis/new_db

new db backend"
113,solar-resources,0a566cb35237accd0cb7a94f51573dd0a3909e12,"Merge pull request #309 from loles/os

Make puppet run on the new_db","Merge pull request #309 from loles/os

Make puppet run on the new_db"
114,solar-resources,ceb2e70d89ebd13e2cffc0593fd676b9dde2cae6,Make puppet run on the new_db,Make puppet run on the new_db
115,solar-resources,3f40804a2660239fbeac7596607c8ac90ae075c1,"Merge pull request #277 from pigmej/pigmej-fix-158

Added update action to nova_compute_libvirt_puppet","Merge pull request #277 from pigmej/pigmej-fix-158

Added update action to nova_compute_libvirt_puppet"
116,solar-resources,c85457a2864b5606b2562dca9276fa8b2b751794,"Merge pull request #270 from loles/librarian

change db_port","Merge pull request #270 from loles/librarian

change db_port"
117,solar-resources,7278f92ac235bc25bf0385c7fe0f45e8ada88a40,Added update action to nova_compute_libvirt_puppet,Added update action to nova_compute_libvirt_puppet
118,solar-resources,4e034b41fe04cd640657d9eed105e5d2083ab933,Add update action for nova_compute,Add update action for nova_compute
119,solar-resources,c596ce670457a3dafe6426dde1b6bdd7e56f2f0f,Run and remove are the same,Run and remove are the same
120,solar-resources,a37e71128d9399c35dc4713b1ffccc4865ffceb6,Run and remove are the same,Run and remove are the same
121,solar-resources,4eb19f80802a27376515af3945851af41566fd13,Do not use hardcoded db port,Do not use hardcoded db port
122,solar-resources,427dbd1100698a395b876c39b755d81bcc68dfbb,Add and fix update actions. changing db_port should work now,Add and fix update actions. changing db_port should work now
123,solar-resources,bf80423ab7ea22b9198c3bc8a9f884cdb2646912,"Merge pull request #254 from loles/librarian

Move to Librarian","Merge pull request #254 from loles/librarian

Move to Librarian"
124,solar-resources,75ea9e7b20c2eead271b3f0987ea94a64e0673de,"Merge branch 'master' into librarian

Conflicts:
	examples/openstack/openstack.py","Merge branch 'master' into librarian

Conflicts:
	examples/openstack/openstack.py"
125,solar-resources,2463212a99be61ae1dd7238f096e1bd6dba8e661,Copy action run to update,Copy action run to update
126,solar-resources,3c13783921cd116c9b9f94914a261bebe181644a,Use default token backend. KVS seems to be broken,Use default token backend. KVS seems to be broken
127,solar-resources,cf07fa04a151eb1eb43a09b4c636555b802f75d1,"Merge pull request #244 from bogdando/node_network_puppet

Node network puppet","Merge pull request #244 from bogdando/node_network_puppet

Node network puppet"
128,solar-resources,b24e2a33cdaaffafbbc922e54b0d6eee3e25e3b5,"Merge pull request #236 from dshulyak/library_poc

Ceph-mon installation using fuel-library","Merge pull request #236 from dshulyak/library_poc

Ceph-mon installation using fuel-library"
129,solar-resources,8dfc414bc37155b049fbbd68274badeac0c00fb5,Add ceph_mon resource and example,Add ceph_mon resource and example
130,solar-resources,0cb4b088082c954277191fb0bc28d7ad2ef160a3,"Workaround l23network module issue

* W/a https://github.com/xenolog/l23network/issues/105
* Set use_ovs to true
* Use kind of a ""stable"" commit of l23network module
  as there is no yet any tags exist

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>","Workaround l23network module issue

* W/a https://github.com/xenolog/l23network/issues/105
* Set use_ovs to true
* Use kind of a ""stable"" commit of l23network module
  as there is no yet any tags exist

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
131,solar-resources,dd654eac1d9069e55b0bdc678c70faa10d468d65,"Update node_network resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>","Update node_network resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
132,solar-resources,cd1dfdad501fb0c96521ffa72efe68f15a698005,"Add node_network puppet resource

WIP

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>","Add node_network puppet resource

WIP

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
133,solar-resources,c39cfa156703f98bb7ae3c1eede11fe79e39ad8d,"Bring back 'value' in input data, fix ansible_template .value

'value' is artificial here, but it's easier to do than change all
Puppet run.pp/remove.pp files.","Bring back 'value' in input data, fix ansible_template .value

'value' is artificial here, but it's easier to do than change all
Puppet run.pp/remove.pp files."
134,solar-resources,48752c9816aa15ddb53d1d80df2308da21365596,Graph DB: upload hiera yaml configs for puppet,Graph DB: upload hiera yaml configs for puppet
135,solar-resources,4ec8b86a175fea276454619c928103eb2e640dbd,Merge branch 'master' into cgenie/graph-db,Merge branch 'master' into cgenie/graph-db
136,solar-resources,cbd84474d8b7b9fc5feb3f5734e0d23a1a5864bc,Merge branch 'master' into jnowak/pluggable_transports,Merge branch 'master' into jnowak/pluggable_transports
137,solar-resources,f7506eb1e498a76f0f683a5fcd65a72572edbe99,Merge branch 'master' into bogdando/rabbitmq,Merge branch 'master' into bogdando/rabbitmq
138,solar-resources,f5f95389a6ad38eb6f003d5922e3fbfffc470f8d,"Merge pull request #73 from Mirantis/bogdando/nova

Bogdando/nova","Merge pull request #73 from Mirantis/bogdando/nova

Bogdando/nova"
139,solar-resources,de26a6162f1de56865a4e15e175d5121b606f0f6,Merge branch 'master' into jnowak/sol_103,Merge branch 'master' into jnowak/sol_103
140,solar-resources,50d780c1a398a8593b88dfaddffdd022f5cc7b3c,"Fix nova_generic_service resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>","Fix nova_generic_service resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
